Entity,Code,Year,GDP per capita (2011 international-$ (PPP-adjusted US$))
Bolivia,BOL,2006,4113.044651
Bosnia and Herzegovina,BIH,2006,7420.106224
Botswana,BWA,2006,13244.64645
Brazil,BRA,2006,9461.151818
British Virgin Islands,VGB,2006,34199.44453
Brunei,BRN,2006,79376.96294
Bulgaria,BGR,2006,11816.63153
Burkina Faso,BFA,2006,1256.278205
Burundi,BDI,2006,525.6239309
Cambodia,KHM,2006,2026.33614
Cameroon,CMR,2006,2404.803172
Canada,CAN,2006,41210.32879
Cape Verde,CPV,2006,4473.063198
Cayman Islands,CYM,2006,64069.88746
Central African Republic,CAF,2006,866.8785422
Chad,TCD,2006,1684.299031
Chile,CHL,2006,15745.81264
China,CHN,2006,7125.512533
Colombia,COL,2006,8303.650983
Comoros,COM,2006,1576.117781
Congo,COG,2006,3501.344725
Costa Rica,CRI,2006,10963.3175
Cote d'Ivoire,CIV,2006,2143.139557
Croatia,HRV,2006,18167.20582
Curacao,CUW,2006,29813.88194
Cyprus,CYP,2006,31904.50162
Czech Republic,CZE,2006,25797.63731
Democratic Republic of Congo,COD,2006,385.1351482
Denmark,DNK,2006,39188.78784
Djibouti,DJI,2006,2674.750349
Dominica,DMA,2006,8861.479258
Dominican Republic,DOM,2006,9388.169651
Ecuador,ECU,2006,7757.793723
Egypt,EGY,2006,5887.237668
El Salvador,SLV,2006,3966.467216
Equatorial Guinea,GNQ,2006,18585.75152
Estonia,EST,2006,20041.03978
Ethiopia,ETH,2006,640.4882341
Fiji,FJI,2006,6462.490482
Finland,FIN,2006,36444.955
France,FRA,2006,34374.99271
Gabon,GAB,2006,16199.75318
Gambia,GMB,2006,1652.20436
Georgia,GEO,2006,5133.390692
Germany,DEU,2006,37397.69221
Ghana,GHA,2006,2386.784163
Greece,GRC,2006,29750.31586
Grenada,GRD,2006,9908.931922
Guatemala,GTM,2006,5447.444526
Guinea,GIN,2006,1075.270156
Guinea-Bissau,GNB,2006,1269.878348
Haiti,HTI,2006,1516.819834
Honduras,HND,2006,3795.028535
Hong Kong,HKG,2006,45320.83188
Hungary,HUN,2006,19931.62851
Iceland,ISL,2006,43333.63794
India,IND,2006,2953.531789
Indonesia,IDN,2006,4666.779753
Iran,IRN,2006,15067.64948
Iraq,IRQ,2006,5232.705049
Ireland,IRL,2006,45727.92247
Israel,ISR,2006,30198.15174
Italy,ITA,2006,33838.42904
Jamaica,JAM,2006,7141.989811
Japan,JPN,2006,34749.03634
Jordan,JOR,2006,6018.927368
Kazakhstan,KAZ,2006,12371.28576
Kenya,KEN,2006,2037.547213
Kuwait,KWT,2006,75615.22206
Kyrgyzstan,KGZ,2006,2227.06219
Laos,LAO,2006,2375.974151
Latvia,LVA,2006,17097.02996
Lebanon,LBN,2006,12317.2812
Lesotho,LSO,2006,1972.230011
Liberia,LBR,2006,556.3944059
Lithuania,LTU,2006,17554.12343
Luxembourg,LUX,2006,81339.35409
Macao,MAC,2006,52035.86313
Macedonia,MKD,2006,9053.211797
Madagascar,MDG,2006,658.3186483
Malawi,MWI,2006,1023.877627
Malaysia,MYS,2006,17000.03913
Maldives,MDV,2006,11910.56814
Mali,MLI,2006,1274.566798
Malta,MLT,2006,25288.3806
Mauritania,MRT,2006,2941.732153
Mauritius,MUS,2006,13180.94894
Mexico,MEX,2006,14200.00274
Moldova,MDA,2006,2790.209438
Mongolia,MNG,2006,5989.220264
Montenegro,MNE,2006,10669.20967
Montserrat,MSR,2006,17257.05924
Morocco,MAR,2006,4747.139401
Mozambique,MOZ,2006,949.329807
Myanmar,MMR,2006,2153.809033
Namibia,NAM,2006,7181.331141
Nepal,NPL,2006,1323.6809
Netherlands,NLD,2006,42651.9547
New Zealand,NZL,2006,29328.75309
Nicaragua,NIC,2006,3594.805262
Niger,NER,2006,718.206922
Nigeria,NGA,2006,3541.38606
Norway,NOR,2006,55072.32602
Oman,OMN,2006,39254.054
Pakistan,PAK,2006,3371.880991
Palestine,PSE,2006,3349.938873
Panama,PAN,2006,12609.74868
Paraguay,PRY,2006,5003.803689
Peru,PER,2006,7331.603146
Philippines,PHL,2006,4295.351042
Poland,POL,2006,16086.48711
Portugal,PRT,2006,25186.74062
Qatar,QAT,2006,118649.1822
Romania,ROU,2006,11753.71748
Russia,RUS,2006,15952.14638
Rwanda,RWA,2006,1084.658528
Saint Kitts and Nevis,KNA,2006,18215.91408
Saint Lucia,LCA,2006,8222.918249
Saint Vincent and the Grenadines,VCT,2006,8999.73489
Sao Tome and Principe,STP,2006,2226.854524
Saudi Arabia,SAU,2006,31159.2963
Senegal,SEN,2006,1935.861622
Serbia,SRB,2006,10023.10859
Seychelles,SYC,2006,20319.78462
Sierra Leone,SLE,2006,1091.45105
Singapore,SGP,2006,59682.6129
Sint Maarten (Dutch part),SXM,2006,36677.83362
Slovakia,SVK,2006,19928.09181
Slovenia,SVN,2006,27481.42934
South Africa,ZAF,2006,10938.19747
South Korea,KOR,2006,28867.00567
Spain,ESP,2006,32538.36124
Sri Lanka,LKA,2006,5309.444389
Sudan (former),,2006,2720.942587
Suriname,SUR,2006,10470.95897
Swaziland,SWZ,2006,7239.533128
Sweden,SWE,2006,39125.54248
Switzerland,CHE,2006,45993.09595
Syria,SYR,2006,4950.989267
Taiwan,TWN,2006,37097.62337
Tajikistan,TJK,2006,2196.753214
Tanzania,TZA,2006,1528.096185
Thailand,THA,2006,10202.77475
Togo,TGO,2006,1196.471204
Trinidad and Tobago,TTO,2006,26094.14004
Tunisia,TUN,2006,8984.790165
Turkey,TUR,2006,13646.41212
Turkmenistan,TKM,2006,10820.91502
Turks and Caicos Islands,TCA,2006,25081.15675
Uganda,UGA,2006,1355.554553
Ukraine,UKR,2006,7924.844576
United Arab Emirates,ARE,2006,89202.38535
United Kingdom,GBR,2006,39642.64368
United States,USA,2006,51373.80157
Uruguay,URY,2006,10913.80972
Uzbekistan,UZB,2006,4836.072896
Venezuela,VEN,2006,11726.6626
Vietnam,VNM,2006,3165.983443
Yemen,YEM,2006,3335.554737
Zambia,ZMB,2006,1831.353506
Zimbabwe,ZWE,2006,1178.910075
Albania,ALB,2005,6109.334434
Algeria,DZA,2005,11603.67222
Angola,AGO,2005,3695.131692
Anguilla,AIA,2005,28679.10475
Antigua and Barbuda,ATG,2005,17499.28087
Argentina,ARG,2005,14220.03814
Armenia,ARM,2005,5013.691673
Aruba,ABW,2005,42660.16402
Australia,AUS,2005,39913.88881
Austria,AUT,2005,37829.32186
Azerbaijan,AZE,2005,4636.457634
Bahamas,BHS,2005,27854.19828
Bahrain,BHR,2005,38159.00843
Bangladesh,BGD,2005,1469.305448
Barbados,BRB,2005,20950.99225
Belarus,BLR,2005,10416.1953
Belgium,BEL,2005,35862.61257
Belize,BLZ,2005,7524.688317
Benin,BEN,2005,1751.614718
Bermuda,BMU,2005,50115.0667
Bhutan,BTN,2005,5267.72139
Bolivia,BOL,2005,3764.491309
Bosnia and Herzegovina,BIH,2005,6619.013935
Botswana,BWA,2005,12668.11916
Brazil,BRA,2005,8762.811225
British Virgin Islands,VGB,2005,34888.08414
Brunei,BRN,2005,72366.3983
Bulgaria,BGR,2005,10815.43807
Burkina Faso,BFA,2005,1244.757507
Burundi,BDI,2005,568.1073063
Cambodia,KHM,2005,1899.878088
Cameroon,CMR,2005,2310.023461
Canada,CAN,2005,40656.33406
Cape Verde,CPV,2005,4091.444614
Cayman Islands,CYM,2005,63018.9049
Central African Republic,CAF,2005,851.8474965
Chad,TCD,2005,1864.509405
Chile,CHL,2005,13529.12272
China,CHN,2005,6400.315539
Colombia,COL,2005,7638.519797
Comoros,COM,2005,1501.765643
Congo,COG,2005,3205.738466
Costa Rica,CRI,2005,10407.20843
Cote d'Ivoire,CIV,2005,2070.137131
Croatia,HRV,2005,17015.11648
Curacao,CUW,2005,29921.49788
Cyprus,CYP,2005,30188.34034
Czech Republic,CZE,2005,24418.97363
Democratic Republic of Congo,COD,2005,585.3474557
Denmark,DNK,2005,36823.30559
Djibouti,DJI,2005,2561.349601
Dominica,DMA,2005,8232.120809
Dominican Republic,DOM,2005,8608.47038
Ecuador,ECU,2005,7242.968985
Egypt,EGY,2005,5363.273124
El Salvador,SLV,2005,3524.737472
Equatorial Guinea,GNQ,2005,18133.9642
Estonia,EST,2005,17870.93484
Ethiopia,ETH,2005,630.5445839
Fiji,FJI,2005,6218.296357
Finland,FIN,2005,35197.95445
France,FRA,2005,33378.53902
Gabon,GAB,2005,17526.38007
Gambia,GMB,2005,1724.882118
Georgia,GEO,2005,4447.172395
Germany,DEU,2005,35778.16867
Ghana,GHA,2005,2443.687002
Greece,GRC,2005,27497.64683
Grenada,GRD,2005,9953.805912
Guatemala,GTM,2005,5220.558996
Guinea,GIN,2005,1082.182599
Guinea-Bissau,GNB,2005,1334.930159
Haiti,HTI,2005,1527.962608
Honduras,HND,2005,3613.72045
Hong Kong,HKG,2005,43878.45334
Hungary,HUN,2005,19103.15814
Iceland,ISL,2005,42648.44198
India,IND,2005,2698.479899
Indonesia,IDN,2005,4272.286884
Iran,IRN,2005,14172.12851
Iraq,IRQ,2005,4472.435585
Ireland,IRL,2005,42546.71108
Israel,ISR,2005,29579.59776
Italy,ITA,2005,32515.82218
Jamaica,JAM,2005,6792.006395
Japan,JPN,2005,34359.41339
Jordan,JOR,2005,5361.296413
Kazakhstan,KAZ,2005,10254.84137
Kenya,KEN,2005,1893.225698
Kuwait,KWT,2005,65134.5777
Kyrgyzstan,KGZ,2005,2093.924356
Laos,LAO,2005,2149.752601
Latvia,LVA,2005,15073.90454
Lebanon,LBN,2005,12844.75612
Lesotho,LSO,2005,1930.457762
Liberia,LBR,2005,511.8254131
Lithuania,LTU,2005,16177.68247
Luxembourg,LUX,2005,73963.00989
Macao,MAC,2005,44782.83423
Macedonia,MKD,2005,8602.535599
Madagascar,MDG,2005,1038.990996
Malawi,MWI,2005,1004.441061
Malaysia,MYS,2005,16181.87751
Maldives,MDV,2005,9636.27373
Mali,MLI,2005,1171.519609
Malta,MLT,2005,24851.42205
Mauritania,MRT,2005,2245.887513
Mauritius,MUS,2005,12516.10457
Mexico,MEX,2005,13327.56978
Moldova,MDA,2005,2603.403385
Mongolia,MNG,2005,4942.61579
Montenegro,MNE,2005,9252.468212
Montserrat,MSR,2005,17729.80893
Morocco,MAR,2005,4340.157535
Mozambique,MOZ,2005,911.6858979
Myanmar,MMR,2005,1872.549413
Namibia,NAM,2005,6458.427947
Nepal,NPL,2005,1274.71318
Netherlands,NLD,2005,40451.03598
New Zealand,NZL,2005,28937.41857
Nicaragua,NIC,2005,3554.123949
Niger,NER,2005,706.6817943
Nigeria,NGA,2005,3450.930518
Norway,NOR,2005,50510.76826
Oman,OMN,2005,26821.62824
Pakistan,PAK,2005,3166.130441
Palestine,PSE,2005,3558.555683
Panama,PAN,2005,11728.82719
Paraguay,PRY,2005,4817.505994
Peru,PER,2005,6393.00745
Philippines,PHL,2005,4065.295009
Poland,POL,2005,15194.30693
Portugal,PRT,2005,24139.46309
Qatar,QAT,2005,102105.7654
Romania,ROU,2005,10192.07884
Russia,RUS,2005,14008.26612
Rwanda,RWA,2005,996.5367477
Saint Kitts and Nevis,KNA,2005,17380.27217
Saint Lucia,LCA,2005,9202.683275
Saint Vincent and the Grenadines,VCT,2005,8441.046099
Sao Tome and Principe,STP,2005,2173.200247
Saudi Arabia,SAU,2005,27532.74318
Senegal,SEN,2005,1930.410572
Serbia,SRB,2005,9187.856625
Seychelles,SYC,2005,18207.63984
Sierra Leone,SLE,2005,1070.651512
Singapore,SGP,2005,56589.55388
Sint Maarten (Dutch part),SXM,2005,34843.20465
Slovakia,SVK,2005,18166.5746
Slovenia,SVN,2005,26298.05263
South Africa,ZAF,2005,10293.80231
South Korea,KOR,2005,28119.19931
Spain,ESP,2005,30231.70335
Sri Lanka,LKA,2005,4896.340355
Sudan (former),,2005,2326.790601
Suriname,SUR,2005,9702.753699
Swaziland,SWZ,2005,7038.570492
Sweden,SWE,2005,36854.53269
Switzerland,CHE,2005,42919.14554
Syria,SYR,2005,5227.611056
Taiwan,TWN,2005,36125.77202
Tajikistan,TJK,2005,2142.087083
Tanzania,TZA,2005,1468.428227
Thailand,THA,2005,9415.046599
Togo,TGO,2005,1100.051753
Trinidad and Tobago,TTO,2005,22248.68269
Tunisia,TUN,2005,8515.566281
Turkey,TUR,2005,12443.33016
Turkmenistan,TKM,2005,9740.152474
Turks and Caicos Islands,TCA,2005,22227.93089
Uganda,UGA,2005,1296.274888
Ukraine,UKR,2005,7160.992277
United Arab Emirates,ARE,2005,88270.87372
United Kingdom,GBR,2005,38509.78306
United States,USA,2005,50512.41115
Uruguay,URY,2005,10253.57854
Uzbekistan,UZB,2005,4943.398637
Venezuela,VEN,2005,10127.46289
Vietnam,VNM,2005,2938.593775
Yemen,YEM,2005,3172.808371
Zambia,ZMB,2005,1567.86839
Zimbabwe,ZWE,2005,1334.186316
